ArealAttributionType,PoliceDistrict,PoliceMerhav,PoliceStation,Settlement_Council,StatArea,Quarter,StatisticCrimeGroup,StatisticCrimeType,TikimSum
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות בטחון,השלכת בקבוק תבערה - בטחון,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות בטחון,ידוי אבנים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות בטחון,עבירות אחרות כלפי בטחון,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות בטחון,עבירות על חוקי חרום,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי המוסר,"גידול,ייצור והפקת-סמים",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי המוסר,שמוש בסמים מסוכנים,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,גניבות אחרות,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,גניבות חקלאיות,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,גניבת חלקי רכב,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,החזקת רכוש גנוב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,הצתה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,סחיטה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,סחר והחזקה בחלקי רכב גנובים,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות כלפי הרכוש,קבלת רכוש גנוב,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות מרמה,מרמה ועושק,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות נגד גוף,(תקיפה (למעט עובדי ציבור,12
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות נגד גוף,חבלה גופנית חמורה,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות נגד גוף,עבירות נגד גוף,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות נגד גוף,רשלנות ופחזות פלילית,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות סדר ציבורי,איומים,9
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות סדר ציבורי,הכשלת עובד ציבור,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות סדר ציבורי,הסגות גבול,8
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות סדר ציבורי,"מטרד, רעש וחסימת דרך",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,13
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,5
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות סדר ציבורי,עבירות סדר ציבורי,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות סדר ציבורי,פגיעה בפרטיות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות סדר ציבורי,תקיפת והכשלת שוטר,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,עבירות תנועה,עבירות טכניות,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,קבוצת כל השאר,סטיסטי כל השאר,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q1,שאר עבירות,שאר עבירות,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,סעיפי הגדרה,סעיפי הגדרה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות בטחון,השלכת בקבוק תבערה - בטחון,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות בטחון,ידוי אבנים,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות בטחון,עבירות אחרות כלפי בטחון,12
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות בטחון,עבירות על חוקי חרום,18
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי המוסר,"סחר,יבוא ויצוא סמים",1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי המוסר,שמוש בסמים מסוכנים,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי הרכוש,גניבה מתוך רכב,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי הרכוש,גניבה שמוש רכב ללא רשות,1
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי הרכוש,גניבות אחרות,6
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי הרכוש,גניבות חקלאיות,4
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי הרכוש,גניבת חלקי רכב,7
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי הרכוש,החזקת רכוש גנוב,3
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי הרכוש,התפרצות לבית דירה,2
תיקים בישוב/מועצה שלא שוייכו לאזור סטטיסטי,מחוז שי,מרחב יהודה שי,תחנת חברון יהודה,מועצה אזורית הר חברון,,2019-Q2,עבירות כלפי הרכוש,התפרצות לבתי עסק ומוסדות,1
